#7,0	15,0	7,3	15,3	7,4	8,4	9,4	13,4	14,4	15,4	9,5	13,5	24,5	9,6	10,6	11,6	12,6	13,6	24,6	24,7	24,8	8,9	19,9	20,9	21,9	22,9	23,9	24,9	8,10	9,10	13,12	14,12	15,12	19,16	20,16	21,16	22,16	23,16	24,16	13,17	24,17	6,18	7,18	8,18	13,18	14,18	24,18	24,19	24,20	9,22	10,22	11,22	12,22	13,22	9,23	13,23	7,24	8,24	9,24	13,24	14,24	15,24	16,24	7,25	16,25	7,28	16,28
s	s	s	s	s	s	s	w	s	s	s	s	s	s	s	w	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	s	rh	rh	rh	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	s	rh	rh	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	w	s	s	s	s	s	s	s	w	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	w	w	w	s	s	s	w	w	w	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	w	s	s	s	w	s	s	s	s	s	s	s	s	s	s	w	s	s	s
s	s	s	s	s	s	s	s	s	w	w	w	w	w	s	s	s	s	s	s	s	s	s	s	w	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	w	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	w	s	s	s
s	s	s	s	s	s	s	s	w	s	s	s	s	s	s	s	s	s	s	w	w	w	w	w	w	s	s	s
s	s	s	s	s	s	s	s	w	w	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	w	w	w	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	w	w	w	w	w	w	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	w	s	s	s	s	s	s	s	s	s	s	w	s	s	s
s	s	s	s	s	s	w	w	w	s	s	s	s	w	w	s	s	s	s	s	s	s	s	s	w	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	w	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	w	s	s	s
s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	w	w	w	w	w	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	w	s	s	s	w	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	w	w	w	s	s	s	w	w	w	w	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	w	s	s	s	s	s	s	s	s	w	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	s	bh	bh	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	s	s	s	bh	bh	bh	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
s	s	s	s	s	s	s	w	s	s	s	s	s	s	s	s	w	s	s	s	s	s	s	s	s	s	s	s
